ingredient_name,price_date,price_per_kg_rwf,market_location
Cassava meal,2011-12-15,350.0,Eastern Province / Bugesera / Batiment
Cassava meal,2012-07-15,300.0,Eastern Province / Bugesera / Batiment
Cassava meal,2012-08-15,300.0,Eastern Province / Bugesera / Batiment
Cassava meal,2012-09-15,300.0,Eastern Province / Bugesera / Batiment
Cassava meal,2012-10-15,300.0,Eastern Province / Bugesera / Batiment
Cassava meal,2011-12-15,120.0,Eastern Province / Bugesera / Kinazi
Cassava meal,2010-07-15,126.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2010-08-15,128.75,Eastern Province / Bugesera / Nyamata
Cassava meal,2010-09-15,127.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2010-10-15,105.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2010-11-15,133.75,Eastern Province / Bugesera / Nyamata
Cassava meal,2010-12-15,105.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-01-15,105.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-02-15,116.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-03-15,114.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-04-15,168.25,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-05-15,130.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-06-15,146.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-07-15,134.25,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-08-15,131.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-09-15,130.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-10-15,132.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-11-15,137.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2011-12-15,134.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-01-15,136.75,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-02-15,133.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-03-15,169.25,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-04-15,193.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-05-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-06-15,176.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-07-15,248.25,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-08-15,257.4,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-09-15,350.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-10-15,350.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-11-15,230.75,Eastern Province / Bugesera / Nyamata
Cassava meal,2012-12-15,195.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-01-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-02-15,214.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-03-15,225.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-04-15,248.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-05-15,230.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-06-15,244.25,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-07-15,245.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-08-15,225.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-09-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-10-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-11-15,222.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2013-12-15,221.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-01-15,201.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-02-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-03-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-04-15,229.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-05-15,225.75,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-06-15,265.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-07-15,233.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-08-15,246.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-09-15,236.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-10-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-11-15,197.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2014-12-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-01-15,182.5,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-02-15,156.67,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-03-15,164.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-04-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-05-15,233.33,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-06-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-07-15,200.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-09-15,220.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2015-10-15,198.0,Eastern Province / Bugesera / Nyamata
Cassava meal,2008-01-15,140.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-02-15,122.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-04-15,130.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-05-15,110.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-06-15,140.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-07-15,125.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-08-15,102.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-09-15,110.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-11-15,130.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2008-12-15,107.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-01-15,126.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-04-15,152.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-05-15,130.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-06-15,130.83,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-07-15,141.12,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-08-15,141.67,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-09-15,128.96,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-10-15,174.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-11-15,180.62,Eastern Province / Bugesera / Ruhuha
Cassava meal,2009-12-15,184.58,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-01-15,171.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-02-15,197.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-04-15,161.88,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-05-15,141.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-06-15,161.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-07-15,129.83,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-08-15,123.54,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-09-15,123.33,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-10-15,112.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-11-15,113.12,Eastern Province / Bugesera / Ruhuha
Cassava meal,2010-12-15,96.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-01-15,86.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-03-15,122.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-04-15,136.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-05-15,140.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-06-15,150.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-07-15,127.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-08-15,150.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-09-15,131.4,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-10-15,136.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-11-15,126.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2011-12-15,121.4,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-04-15,167.67,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-05-15,165.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-06-15,172.6,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-07-15,198.6,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-08-15,204.29,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-09-15,300.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-10-15,200.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-11-15,184.33,Eastern Province / Bugesera / Ruhuha
Cassava meal,2012-12-15,153.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-01-15,184.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-02-15,169.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-04-15,200.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-05-15,186.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-06-15,194.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-07-15,212.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-08-15,183.2,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-09-15,173.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-10-15,180.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-11-15,210.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2013-12-15,175.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-01-15,182.6,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-02-15,175.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-03-15,185.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-04-15,215.4,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-05-15,204.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-06-15,229.25,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-07-15,193.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-08-15,210.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-09-15,197.67,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-10-15,197.4,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-11-15,200.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2014-12-15,172.33,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-02-15,146.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-04-15,200.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-05-15,220.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-06-15,200.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-07-15,221.75,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-08-15,209.33,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-09-15,195.4,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-10-15,217.67,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-11-15,277.5,Eastern Province / Bugesera / Ruhuha
Cassava meal,2015-12-15,300.0,Eastern Province / Bugesera / Ruhuha
Cassava meal,2017-11-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2018-03-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2018-04-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2018-12-15,180.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2019-04-15,200.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2019-05-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2019-09-15,200.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2020-02-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2020-04-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2020-05-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2020-11-15,200.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2021-03-15,200.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2021-06-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2021-07-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2021-11-15,150.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2022-03-15,280.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2022-11-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2023-02-15,350.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2023-03-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2023-06-15,250.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2023-07-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2023-10-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-01-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-02-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-03-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-04-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-07-15,500.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-08-15,450.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-10-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-11-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2024-12-15,350.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-03-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-04-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-05-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-06-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-07-15,350.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-09-15,350.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-10-15,350.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2025-12-15,300.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2026-04-15,400.0,Eastern Province / Gatsibo / Bubare
Cassava meal,2011-12-15,189.67,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-01-15,153.75,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-02-15,164.62,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-03-15,170.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-04-15,190.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-05-15,217.14,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-06-15,174.44,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-07-15,210.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-08-15,235.45,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-11-15,227.11,Eastern Province / Gatsibo / Kimironko
Cassava meal,2012-12-15,212.17,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-01-15,206.17,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-02-15,207.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-03-15,246.33,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-04-15,238.11,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-05-15,235.75,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-06-15,208.57,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-07-15,214.62,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-08-15,241.78,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-09-15,260.62,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-10-15,262.89,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-11-15,269.89,Eastern Province / Gatsibo / Kimironko
Cassava meal,2013-12-15,266.11,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-01-15,257.6,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-02-15,261.43,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-03-15,263.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-04-15,283.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-05-15,280.57,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-06-15,267.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-07-15,246.75,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-08-15,272.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-09-15,253.38,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-11-15,220.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2014-12-15,223.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2015-02-15,215.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2015-03-15,233.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2015-05-15,200.0,Eastern Province / Gatsibo / Kimironko
Cassava meal,2008-01-15,100.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-02-15,122.5,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-03-15,112.5,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-04-15,140.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-05-15,132.5,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-06-15,135.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-07-15,115.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-08-15,125.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2008-10-15,130.0,Eastern Province / Gatsibo / Kiramuruzi
Cassava meal,2016-10-15,255.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2016-11-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2016-12-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-01-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-03-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-05-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-06-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-08-15,275.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-09-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-10-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2017-11-15,225.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-01-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-02-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-04-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-05-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-06-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-07-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-08-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2018-11-15,210.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-01-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-02-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-03-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-04-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-05-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-06-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-07-15,225.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-08-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-09-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-10-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2019-11-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-01-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-02-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-03-15,225.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-04-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-05-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-07-15,220.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-08-15,225.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-09-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-10-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-11-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2020-12-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-01-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-03-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-05-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-08-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-09-15,320.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-10-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-11-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2021-12-15,215.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-01-15,165.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-02-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-03-15,200.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-05-15,275.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-06-15,225.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-07-15,240.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-08-15,233.33,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-09-15,260.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-10-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2022-11-15,250.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-01-15,280.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-02-15,325.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-03-15,1550.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-04-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-05-15,340.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-06-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-07-15,275.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-08-15,275.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-10-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2023-12-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-01-15,375.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-02-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-03-15,300.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-04-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-05-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-06-15,500.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-07-15,500.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-08-15,375.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-09-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-10-15,383.33,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-11-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2024-12-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-01-15,375.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-02-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-03-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-04-15,450.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-05-15,375.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-06-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-07-15,337.5,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-08-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-09-15,500.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2025-12-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2026-01-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2026-02-15,350.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2026-04-15,400.0,Eastern Province / Gatsibo / Mugera
Cassava meal,2016-11-15,400.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2017-04-15,400.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2017-07-15,350.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-01-15,500.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-06-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-08-15,100.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-10-15,200.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-11-15,190.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2018-12-15,190.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2019-01-15,177.5,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2019-03-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2019-08-15,200.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2019-10-15,225.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-01-15,150.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-04-15,325.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-05-15,220.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-06-15,233.33,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-07-15,100.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-08-15,200.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-10-15,200.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2020-11-15,300.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-03-15,200.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-05-15,350.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-09-15,350.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-10-15,275.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-11-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2021-12-15,150.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-01-15,170.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-02-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-03-15,180.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-09-15,180.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-10-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2022-11-15,250.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2023-01-15,280.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2023-02-15,300.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2023-03-15,300.0,Eastern Province / Gatsibo / Ntungaruze
Cassava meal,2023-04-15,300.0,Eastern Province / Gatsibo / Ntungaruze
